model,group,N,feats_A_variant,feats_B_type,horizon,cknna_k10,mutual_knn_k10
vjepa2-vith-standalone,L,6000,vit_raw,proprio_seq_dtw,25,0.027416,0.025467
vjepa2-vith-standalone,L,6000,vit_raw,proprio_seq_dtw,40,0.034118,0.030233
vjepa2-vith-standalone,L,6000,vit_raw,proprio_seq_dtw,75,0.0465,0.038533
vjepa2-vith-standalone,L,6000,vit_raw,proprio_seq_dtw,110,0.058503,0.045833
vjepa2-vith-standalone,L,6000,vit_raw,proprio_seq_dtw,150,0.070314,0.052483
vjepa2-vith-standalone,L,6000,vit_raw,proprio_seq_dtw,220,0.083075,0.0604
vjepa2-vitl-standalone,L,6000,vit_raw,proprio_seq_dtw,1,0.021837,0.020033
vjepa2-vitl-standalone,L,6000,vit_raw,proprio_seq_dtw,3,0.021753,0.0203
vjepa2-vitl-standalone,L,6000,vit_raw,proprio_seq_dtw,7,0.022793,0.021167
vjepa2-vitl-standalone,L,6000,vit_raw,proprio_seq_dtw,15,0.026175,0.023483
vjepa2-vitl-standalone,L,6000,vit_raw,proprio_seq_dtw,25,0.029383,0.025667
vjepa2-vitl-standalone,L,6000,vit_raw,proprio_seq_dtw,40,0.03627,0.030417
vjepa2-vitl-standalone,L,6000,vit_raw,proprio_seq_dtw,75,0.048115,0.0385
vjepa2-vitl-standalone,L,6000,vit_raw,proprio_seq_dtw,110,0.060295,0.045883
vjepa2-vitl-standalone,L,6000,vit_raw,proprio_seq_dtw,150,0.071667,0.052633
vjepa2-vitl-standalone,L,6000,vit_raw,proprio_seq_dtw,220,0.085829,0.061033
